stDate,teamAbbr,rank,rankOrd,gameWon,gameLost,stk,stkType,stkTot,gameBack,ptsFor,ptsAgnst,homeWin,homeLoss,awayWin,awayLoss,confWin,confLoss,lastFive,lastTen,gamePlay,ptsScore,ptsAllow,ptsDiff,opptGmPlay,opptGmWon,opptOpptGmPlay,opptOpptGmWon,sos,rel%Indx,mov,srs,pw%,pyth%13.91,wpyth13.91,lpyth13.91,pyth%16.5,wpyth16.5,lpyth16.5
2017-10-17,MIL,2,2nd,0,0,-,-,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,82.0,0.0,0.0,82.0
2017-10-17,MIN,2,2nd,0,0,-,-,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,82.0,0.0,0.0,82.0
2017-10-17,NO,2,2nd,0,0,-,-,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,82.0,0.0,0.0,82.0
2017-10-17,NY,2,2nd,0,0,-,-,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,82.0,0.0,0.0,82.0
2017-10-17,OKC,2,2nd,0,0,-,-,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,82.0,0.0,0.0,82.0
2017-10-17,ORL,2,2nd,0,0,-,-,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,82.0,0.0,0.0,82.0
2017-10-17,PHI,2,2nd,0,0,-,-,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,82.0,0.0,0.0,82.0
2017-10-17,PHO,2,2nd,0,0,-,-,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,82.0,0.0,0.0,82.0
2017-10-17,POR,2,2nd,0,0,-,-,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,82.0,0.0,0.0,82.0
2017-10-17,SA,2,2nd,0,0,-,-,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,82.0,0.0,0.0,82.0
2017-10-17,SAC,2,2nd,0,0,-,-,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,82.0,0.0,0.0,82.0
2017-10-17,TOR,2,2nd,0,0,-,-,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,82.0,0.0,0.0,82.0
2017-10-17,UTA,2,2nd,0,0,-,-,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,82.0,0.0,0.0,82.0
2017-10-17,WAS,2,2nd,0,0,-,-,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,82.0,0.0,0.0,82.0
2017-10-18,ATL,1,1st,1,0,W1,win,1,0.0,117,111,0,0,1,0,0,0,1,1,1,117.0,111.0,6.0,0,0,0,0,0.0,0.0,6.0,6.0,0.6976,0.6753,55.3746,26.6254,0.7045,57.769,24.231
2017-10-18,BKN,11,11th,0,1,L1,loss,1,1.0,131,140,0,0,0,1,0,1,0,0,1,131.0,140.0,-9.0,0,0,0,0,0.0,0.0,-9.0,-9.0,0.2037,0.2841,23.2962,58.7038,0.2504,20.5328,61.4672
2017-10-18,BOS,15,15th,0,2,L2,loss,2,1.5,199,210,0,1,0,1,0,2,0,0,2,99.5,105.0,-5.5,0,0,0,0,0.0,0.0,-5.5,-5.5,0.3189,0.3212,26.3384,55.6616,0.2916,23.9112,58.0888
2017-10-18,CHA,11,11th,0,1,L1,loss,1,1.0,90,102,0,0,0,1,0,1,0,0,1,90.0,102.0,-12.0,0,0,0,0,0.0,0.0,-12.0,-12.0,0.1049,0.1492,12.2344,69.7656,0.1125,9.225,72.775
2017-10-18,CHI,8,8th,0,0,-,-,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,82.0,0.0,0.0,82.0
2017-10-18,CLE,1,1st,1,0,W1,win,1,0.0,102,99,1,0,0,0,1,0,1,1,1,102.0,99.0,3.0,1,0,1,1,0.3333,0.5,3.0,2.6667,0.5988,0.6023,49.3886,32.6114,0.6207,50.8974,31.1026
2017-10-18,DAL,9,9th,0,1,L1,loss,1,1.5,111,117,0,1,0,0,0,0,0,0,1,111.0,117.0,-6.0,0,0,0,0,0.0,0.0,-6.0,-6.0,0.3024,0.3247,26.6254,55.3746,0.2955,24.231,57.769
2017-10-18,DEN,9,9th,0,1,L1,loss,1,1.5,96,106,0,0,0,1,0,1,0,0,1,96.0,106.0,-10.0,0,0,0,0,0.0,0.0,-10.0,-10.0,0.1707,0.2013,16.5066,65.4934,0.1631,13.3742,68.6258
2017-10-18,DET,1,1st,1,0,W1,win,1,0.0,102,90,1,0,0,0,1,0,1,1,1,102.0,90.0,12.0,0,0,0,0,0.0,0.0,12.0,12.0,0.8951,0.8508,69.7656,12.2344,0.8875,72.775,9.225
2017-10-18,GS,9,9th,0,1,L1,loss,1,1.5,121,122,0,1,0,0,0,1,0,0,1,121.0,122.0,-1.0,1,1,1,0,0.0,0.0,-1.0,-1.0,0.4671,0.4714,38.6548,43.3452,0.4661,38.2202,43.7798
2017-10-18,HOU,1,1st,2,0,W2,win,2,0.0,227,221,0,0,2,0,2,0,2,2,2,113.5,110.5,3.0,0,0,0,0,0.0,0.0,3.0,3.0,0.5988,0.5921,48.5522,33.4478,0.6087,49.9134,32.0866
2017-10-18,IND,1,1st,1,0,W1,win,1,0.0,140,131,1,0,0,0,1,0,1,1,1,140.0,131.0,9.0,0,0,0,0,0.0,0.0,9.0,9.0,0.7963,0.7159,58.7038,23.2962,0.7496,61.4672,20.5328
2017-10-18,LAC,6,6th,0,0,-,-,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,82.0,0.0,0.0,82.0
2017-10-18,LAL,6,6th,0,0,-,-,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,82.0,0.0,0.0,82.0
2017-10-18,MEM,2,2nd,1,0,W1,win,1,0.5,103,91,1,0,0,0,1,0,1,1,1,103.0,91.0,12.0,0,0,0,0,0.0,0.0,12.0,12.0,0.8951,0.8485,69.577,12.423,0.8853,72.5946,9.4054
2017-10-18,MIA,11,11th,0,1,L1,loss,1,1.0,109,116,0,0,0,1,0,1,0,0,1,109.0,116.0,-7.0,0,0,0,0,0.0,0.0,-7.0,-7.0,0.2695,0.2961,24.2802,57.7198,0.2637,21.6234,60.3766
2017-10-18,MIL,1,1st,1,0,W1,win,1,0.0,108,100,0,0,1,0,1,0,1,1,1,108.0,100.0,8.0,1,0,1,1,0.3333,0.5,8.0,7.6667,0.7634,0.7447,61.0654,20.9346,0.7807,64.0174,17.9826
2017-10-18,MIN,9,9th,0,1,L1,loss,1,1.5,99,107,0,0,0,1,0,1,0,0,1,99.0,107.0,-8.0,0,0,0,0,0.0,0.0,-8.0,-8.0,0.2366,0.2533,20.7706,61.2294,0.2172,17.8104,64.1896
2017-10-18,NO,9,9th,0,1,L1,loss,1,1.5,91,103,0,0,0,1,0,1,0,0,1,91.0,103.0,-12.0,0,0,0,0,0.0,0.0,-12.0,-12.0,0.1049,0.1515,12.423,69.577,0.1147,9.4054,72.5946
2017-10-18,NY,8,8th,0,0,-,-,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,82.0,0.0,0.0,82.0
2017-10-18,OKC,6,6th,0,0,-,-,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,82.0,0.0,0.0,82.0
2017-10-18,ORL,1,1st,1,0,W1,win,1,0.0,116,109,1,0,0,0,1,0,1,1,1,116.0,109.0,7.0,0,0,0,0,0.0,0.0,7.0,7.0,0.7305,0.7039,57.7198,24.2802,0.7363,60.3766,21.6234
2017-10-18,PHI,11,11th,0,1,L1,loss,1,1.0,115,120,0,0,0,1,0,1,0,0,1,115.0,120.0,-5.0,0,0,0,0,0.0,0.0,-5.0,-5.0,0.3354,0.3562,29.2084,52.7916,0.3313,27.1666,54.8334
2017-10-18,PHO,9,9th,0,1,L1,loss,1,1.5,76,124,0,1,0,0,0,1,0,0,1,76.0,124.0,-48.0,0,0,0,0,0.0,0.0,-48.0,-48.0,-1.0805,0.0011,0.0902,81.9098,3.0E-4,0.0246,81.9754
2017-10-18,POR,2,2nd,1,0,W1,win,1,0.5,124,76,0,0,1,0,1,0,1,1,1,124.0,76.0,48.0,0,0,0,0,0.0,0.0,48.0,48.0,2.0805,0.9989,81.9098,0.0902,0.9997,81.9754,0.0246
2017-10-18,SA,2,2nd,1,0,W1,win,1,0.5,107,99,1,0,0,0,1,0,1,1,1,107.0,99.0,8.0,0,0,0,0,0.0,0.0,8.0,8.0,0.7634,0.7467,61.2294,20.7706,0.7828,64.1896,17.8104
2017-10-18,SAC,9,9th,0,1,L1,loss,1,1.5,100,105,0,1,0,0,0,1,0,0,1,100.0,105.0,-5.0,1,1,1,0,0.0,0.0,-5.0,-5.0,0.3354,0.3366,27.6012,54.3988,0.3089,25.3298,56.6702
2017-10-18,TOR,8,8th,0,0,-,-,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,82.0,0.0,0.0,82.0
2017-10-18,UTA,2,2nd,1,0,W1,win,1,0.5,106,96,1,0,0,0,1,0,1,1,1,106.0,96.0,10.0,0,0,0,0,0.0,0.0,10.0,10.0,0.8293,0.7987,65.4934,16.5066,0.8369,68.6258,13.3742
2017-10-18,WAS,1,1st,1,0,W1,win,1,0.0,120,115,1,0,0,0,1,0,1,1,1,120.0,115.0,5.0,0,0,0,0,0.0,0.0,5.0,5.0,0.6646,0.6438,52.7916,29.2084,0.6687,54.8334,27.1666
2017-10-19,ATL,1,1st,1,0,W1,win,1,0.0,117,111,0,0,1,0,0,0,1,1,1,117.0,111.0,6.0,0,0,0,0,0.0,0.0,6.0,6.0,0.6976,0.6753,55.3746,26.6254,0.7045,57.769,24.231
2017-10-19,BKN,9,9th,0,1,L1,loss,1,1.0,131,140,0,0,0,1,0,1,0,0,1,131.0,140.0,-9.0,0,0,0,0,0.0,0.0,-9.0,-9.0,0.2037,0.2841,23.2962,58.7038,0.2504,20.5328,61.4672
2017-10-19,BOS,15,15th,0,2,L2,loss,2,1.5,199,210,0,1,0,1,0,2,0,0,2,99.5,105.0,-5.5,0,0,0,0,0.0,0.0,-5.5,-5.5,0.3189,0.3212,26.3384,55.6616,0.2916,23.9112,58.0888
2017-10-19,CHA,9,9th,0,1,L1,loss,1,1.0,90,102,0,0,0,1,0,1,0,0,1,90.0,102.0,-12.0,0,0,0,0,0.0,0.0,-12.0,-12.0,0.1049,0.1492,12.2344,69.7656,0.1125,9.225,72.775
2017-10-19,CHI,9,9th,0,1,L1,loss,1,1.0,101,117,0,0,0,1,0,1,0,0,1,101.0,117.0,-16.0,0,0,0,0,0.0,0.0,-16.0,-16.0,-0.0268,0.1145,9.389,72.611,0.0812,6.6584,75.3416
2017-10-19,CLE,1,1st,1,0,W1,win,1,0.0,102,99,1,0,0,0,1,0,1,1,1,102.0,99.0,3.0,1,0,1,1,0.3333,0.5,3.0,2.6667,0.5988,0.6023,49.3886,32.6114,0.6207,50.8974,31.1026
2017-10-19,DAL,8,8th,0,1,L1,loss,1,1.5,111,117,0,1,0,0,0,0,0,0,1,111.0,117.0,-6.0,0,0,0,0,0.0,0.0,-6.0,-6.0,0.3024,0.3247,26.6254,55.3746,0.2955,24.231,57.769
2017-10-19,DEN,8,8th,0,1,L1,loss,1,1.5,96,106,0,0,0,1,0,1,0,0,1,96.0,106.0,-10.0,0,0,0,0,0.0,0.0,-10.0,-10.0,0.1707,0.2013,16.5066,65.4934,0.1631,13.3742,68.6258
2017-10-19,DET,1,1st,1,0,W1,win,1,0.0,102,90,1,0,0,0,1,0,1,1,1,102.0,90.0,12.0,0,0,0,0,0.0,0.0,12.0,12.0,0.8951,0.8508,69.7656,12.2344,0.8875,72.775,9.225
2017-10-19,GS,8,8th,0,1,L1,loss,1,1.5,121,122,0,1,0,0,0,1,0,0,1,121.0,122.0,-1.0,1,1,1,0,0.0,0.0,-1.0,-1.0,0.4671,0.4714,38.6548,43.3452,0.4661,38.2202,43.7798
2017-10-19,HOU,1,1st,2,0,W2,win,2,0.0,227,221,0,0,2,0,2,0,2,2,2,113.5,110.5,3.0,0,0,0,0,0.0,0.0,3.0,3.0,0.5988,0.5921,48.5522,33.4478,0.6087,49.9134,32.0866
2017-10-19,IND,1,1st,1,0,W1,win,1,0.0,140,131,1,0,0,0,1,0,1,1,1,140.0,131.0,9.0,0,0,0,0,0.0,0.0,9.0,9.0,0.7963,0.7159,58.7038,23.2962,0.7496,61.4672,20.5328
2017-10-19,LAC,2,2nd,1,0,W1,win,1,0.5,108,92,0,0,1,0,1,0,1,1,1,108.0,92.0,16.0,0,0,0,0,0.0,0.0,16.0,16.0,1.0268,0.9029,74.0378,7.9622,0.9337,76.5634,5.4366
2017-10-19,LAL,8,8th,0,1,L1,loss,1,1.5,92,108,0,1,0,0,0,1,0,0,1,92.0,108.0,-16.0,0,0,0,0,0.0,0.0,-16.0,-16.0,-0.0268,0.0971,7.9622,74.0378,0.0663,5.4366,76.5634
2017-10-19,MEM,2,2nd,1,0,W1,win,1,0.5,103,91,1,0,0,0,1,0,1,1,1,103.0,91.0,12.0,0,0,0,0,0.0,0.0,12.0,12.0,0.8951,0.8485,69.577,12.423,0.8853,72.5946,9.4054
2017-10-19,MIA,9,9th,0,1,L1,loss,1,1.0,109,116,0,0,0,1,0,1,0,0,1,109.0,116.0,-7.0,0,0,0,0,0.0,0.0,-7.0,-7.0,0.2695,0.2961,24.2802,57.7198,0.2637,21.6234,60.3766
2017-10-19,MIL,1,1st,1,0,W1,win,1,0.0,108,100,0,0,1,0,1,0,1,1,1,108.0,100.0,8.0,1,0,1,1,0.3333,0.5,8.0,7.6667,0.7634,0.7447,61.0654,20.9346,0.7807,64.0174,17.9826
2017-10-19,MIN,8,8th,0,1,L1,loss,1,1.5,99,107,0,0,0,1,0,1,0,0,1,99.0,107.0,-8.0,0,0,0,0,0.0,0.0,-8.0,-8.0,0.2366,0.2533,20.7706,61.2294,0.2172,17.8104,64.1896
2017-10-19,NO,8,8th,0,1,L1,loss,1,1.5,91,103,0,0,0,1,0,1,0,0,1,91.0,103.0,-12.0,0,0,0,0,0.0,0.0,-12.0,-12.0,0.1049,0.1515,12.423,69.577,0.1147,9.4054,72.5946
2017-10-19,NY,9,9th,0,1,L1,loss,1,1.0,84,105,0,0,0,1,0,0,0,0,1,84.0,105.0,-21.0,0,0,0,0,0.0,0.0,-21.0,-21.0,-0.1915,0.0429,3.5178,78.4822,0.0246,2.0172,79.9828
2017-10-19,OKC,2,2nd,1,0,W1,win,1,0.5,105,84,1,0,0,0,0,0,1,1,1,105.0,84.0,21.0,0,0,0,0,0.0,0.0,21.0,21.0,1.1915,0.9571,78.4822,3.5178,0.9754,79.9828,2.0172
2017-10-19,ORL,1,1st,1,0,W1,win,1,0.0,116,109,1,0,0,0,1,0,1,1,1,116.0,109.0,7.0,0,0,0,0,0.0,0.0,7.0,7.0,0.7305,0.7039,57.7198,24.2802,0.7363,60.3766,21.6234
2017-10-19,PHI,9,9th,0,1,L1,loss,1,1.0,115,120,0,0,0,1,0,1,0,0,1,115.0,120.0,-5.0,0,0,0,0,0.0,0.0,-5.0,-5.0,0.3354,0.3562,29.2084,52.7916,0.3313,27.1666,54.8334
2017-10-19,PHO,8,8th,0,1,L1,loss,1,1.5,76,124,0,1,0,0,0,1,0,0,1,76.0,124.0,-48.0,0,0,0,0,0.0,0.0,-48.0,-48.0,-1.0805,0.0011,0.0902,81.9098,3.0E-4,0.0246,81.9754
2017-10-19,POR,2,2nd,1,0,W1,win,1,0.5,124,76,0,0,1,0,1,0,1,1,1,124.0,76.0,48.0,0,0,0,0,0.0,0.0,48.0,48.0,2.0805,0.9989,81.9098,0.0902,0.9997,81.9754,0.0246
2017-10-19,SA,2,2nd,1,0,W1,win,1,0.5,107,99,1,0,0,0,1,0,1,1,1,107.0,99.0,8.0,0,0,0,0,0.0,0.0,8.0,8.0,0.7634,0.7467,61.2294,20.7706,0.7828,64.1896,17.8104
2017-10-19,SAC,8,8th,0,1,L1,loss,1,1.5,100,105,0,1,0,0,0,1,0,0,1,100.0,105.0,-5.0,1,1,1,0,0.0,0.0,-5.0,-5.0,0.3354,0.3366,27.6012,54.3988,0.3089,25.3298,56.6702
2017-10-19,TOR,1,1st,1,0,W1,win,1,0.0,117,101,1,0,0,0,1,0,1,1,1,117.0,101.0,16.0,0,0,0,0,0.0,0.0,16.0,16.0,1.0268,0.8855,72.611,9.389,0.9188,75.3416,6.6584
2017-10-19,UTA,2,2nd,1,0,W1,win,1,0.5,106,96,1,0,0,0,1,0,1,1,1,106.0,96.0,10.0,0,0,0,0,0.0,0.0,10.0,10.0,0.8293,0.7987,65.4934,16.5066,0.8369,68.6258,13.3742
2017-10-19,WAS,1,1st,1,0,W1,win,1,0.0,120,115,1,0,0,0,1,0,1,1,1,120.0,115.0,5.0,0,0,0,0,0.0,0.0,5.0,5.0,0.6646,0.6438,52.7916,29.2084,0.6687,54.8334,27.1666
2017-10-20,ATL,4,4th,1,1,L1,loss,1,1.0,208,220,0,0,1,1,0,1,1,1,2,104.0,110.0,-6.0,2,0,4,2,0.1667,0.25,-6.0,-6.1667,0.3024,0.3143,25.7726,56.2274,0.2838,23.2716,58.7284
2017-10-20,BKN,4,4th,1,1,W1,win,1,1.0,257,261,1,0,0,1,1,1,1,1,2,128.5,130.5,-2.0,2,1,3,2,0.5556,0.541675,-2.0,-2.5556,0.4341,0.4465,36.613,45.387,0.4366,35.8012,46.1988
2017-10-20,BOS,11,11th,1,2,W1,win,1,1.5,301,302,0,1,1,1,1,2,1,1,3,100.3,100.7,-0.3,3,1,6,5,0.5,0.4583,-0.3333,-0.8333,0.489,0.4885,40.057,41.943,0.4863,39.8766,42.1234
2017-10-20,CHA,4,4th,1,1,W1,win,1,1.0,199,193,1,0,0,1,1,1,1,1,2,99.5,96.5,3.0,2,1,4,2,0.5,0.5,3.0,2.5,0.5988,0.6049,49.6018,32.3982,0.6237,51.1434,30.8566
2017-10-20,CHI,11,11th,0,1,L1,loss,1,1.5,101,117,0,0,0,1,0,1,0,0,1,101.0,117.0,-16.0,0,0,0,0,0.0,0.0,-16.0,-16.0,-0.0268,0.1145,9.389,72.611,0.0812,6.6584,75.3416
2017-10-20,CLE,1,1st,2,0,W2,win,2,0.0,218,196,1,0,1,0,2,0,2,2,2,109.0,98.0,11.0,3,2,7,2,0.5397,0.654775,11.0,10.4603,0.8622,0.8145,66.789,15.211,0.8526,69.9132,12.0868
2017-10-20,DAL,13,13th,0,2,L2,loss,2,2.0,199,210,0,2,0,0,0,1,0,0,2,99.5,105.0,-5.5,2,0,4,3,0.25,0.1875,-5.5,-5.75,0.3189,0.3212,26.3384,55.6616,0.2916,23.9112,58.0888
2017-10-20,DEN,12,12th,0,1,L1,loss,1,1.5,96,106,0,0,0,1,0,1,0,0,1,96.0,106.0,-10.0,1,0,2,1,0.1667,0.125,-10.0,-10.1667,0.1707,0.2013,16.5066,65.4934,0.1631,13.3742,68.6258
2017-10-20,DET,4,4th,1,1,L1,loss,1,1.0,213,205,1,0,0,1,1,1,1,1,2,106.5,102.5,4.0,2,2,4,1,0.75,0.6875,4.0,3.25,0.6317,0.6301,51.6682,30.3318,0.6529,53.5378,28.4622
2017-10-20,GS,7,7th,1,1,W1,win,1,1.0,249,242,0,1,1,0,1,1,1,1,2,124.5,121.0,3.5,2,1,3,2,0.5556,0.541675,3.5,2.9444,0.6152,0.5979,49.0278,32.9722,0.6155,50.471,31.529
2017-10-20,HOU,1,1st,2,0,W2,win,2,0.0,227,221,0,0,2,0,2,0,2,2,2,113.5,110.5,3.0,2,2,4,0,0.0,0.0,3.0,3.0,0.5988,0.5921,48.5522,33.4478,0.6087,49.9134,32.0866
2017-10-20,IND,4,4th,1,1,L1,loss,1,1.0,236,245,1,1,0,0,1,0,1,1,2,118.0,122.5,-4.5,2,2,4,1,0.75,0.6875,-4.5,-5.25,0.3518,0.3727,30.5614,51.4386,0.3503,28.7246,53.2754
2017-10-20,LAC,3,3rd,1,0,W1,win,1,0.5,108,92,0,0,1,0,1,0,1,1,1,108.0,92.0,16.0,1,1,2,0,0.0,0.0,16.0,16.0,1.0268,0.9029,74.0378,7.9622,0.9337,76.5634,5.4366
2017-10-20,LAL,7,7th,1,1,W1,win,1,1.0,224,238,0,1,1,0,1,1,1,1,2,112.0,119.0,-7.0,1,0,2,2,0.3333,0.375,-7.0,-7.3333,0.2695,0.3008,24.6656,57.3344,0.2689,22.0498,59.9502
2017-10-20,MEM,3,3rd,1,0,W1,win,1,0.5,103,91,1,0,0,0,1,0,1,1,1,103.0,91.0,12.0,1,0,2,1,0.1667,0.375,12.0,11.8333,0.8951,0.8485,69.577,12.423,0.8853,72.5946,9.4054
2017-10-20,MIA,11,11th,0,1,L1,loss,1,1.5,109,116,0,0,0,1,0,1,0,0,1,109.0,116.0,-7.0,1,0,2,1,0.1667,0.125,-7.0,-7.1667,0.2695,0.2961,24.2802,57.7198,0.2637,21.6234,60.3766
2017-10-20,MIL,4,4th,1,1,L1,loss,1,1.0,205,216,0,1,1,0,1,1,1,1,2,102.5,108.0,-5.5,3,2,7,3,0.5873,0.5655,-5.5,-6.0873,0.3189,0.3258,26.7156,55.2844,0.2968,24.3376,57.6624
2017-10-20,MIN,7,7th,1,1,W1,win,1,1.0,199,204,1,0,0,1,1,1,1,1,2,99.5,102.0,-2.5,1,1,1,0,0.0,0.0,-2.5,-2.5,0.4177,0.4146,33.9972,48.0028,0.399,32.718,49.282
2017-10-20,NO,13,13th,0,2,L2,loss,2,2.0,211,231,0,1,0,1,0,2,0,0,2,105.5,115.5,-10.0,1,0,2,2,0.3333,0.25,-10.0,-10.3333,0.1707,0.221,18.122,63.878,0.1833,15.0306,66.9694
