gmDate,gmTime,seasTyp,offLNm1,offFNm1,offLNm2,offFNm2,offLNm3,offFNm3,teamAbbr,teamConf,teamDiv,teamLoc,teamRslt,teamMin,teamDayOff,teamPTS,teamAST,teamTO,teamSTL,teamBLK,teamPF,teamFGA,teamFGM,teamFG%,team2PA,team2PM,team2P%,team3PA,team3PM,team3P%,teamFTA,teamFTM,teamFT%,teamORB,teamDRB,teamTRB,teamPTS1,teamPTS2,teamPTS3,teamPTS4,teamPTS5,teamPTS6,teamPTS7,teamPTS8,teamTREB%,teamASST%,teamTS%,teamEFG%,teamOREB%,teamDREB%,teamTO%,teamSTL%,teamBLK%,teamBLKR,teamPPS,teamFIC,teamFIC40,teamOrtg,teamDrtg,teamEDiff,teamPlay%,teamAR,teamAST/TO,teamSTL/TO,opptAbbr,opptConf,opptDiv,opptLoc,opptRslt,opptMin,opptDayOff,opptPTS,opptAST,opptTO,opptSTL,opptBLK,opptPF,opptFGA,opptFGM,opptFG%,oppt2PA,oppt2PM,oppt2P%,oppt3PA,oppt3PM,oppt3P%,opptFTA,opptFTM,opptFT%,opptORB,opptDRB,opptTRB,opptPTS1,opptPTS2,opptPTS3,opptPTS4,opptPTS5,opptPTS6,opptPTS7,opptPTS8,opptTREB%,opptASST%,opptTS%,opptEFG%,opptOREB%,opptDREB%,opptTO%,opptSTL%,opptBLK%,opptBLKR,opptPPS,opptFIC,opptFIC40,opptOrtg,opptDrtg,opptEDiff,opptPlay%,opptAR,opptAST/TO,opptSTL/TO,poss,pace
2017-10-18,07:00,Regular,Guthrie,David,Taylor,Dedric,Zarba,Zach,PHI,East,Atlantic,Away,Loss,240,0,115,25,17,6,6,28,94,43,0.4574,59,28,0.4746,35,15,0.4286,19,14,0.7368,11,37,48,23,36,23,33,0,0,0,0,48.0,58.1395,0.5617,0.5372,23.4043,69.8113,14.2426,5.7071,5.7071,10.1695,1.2234,82.125,68.4375,109.3864,114.1423,-4.7559,0.43,17.3178,1.4706,35.2941,WAS,East,Southeast,Home,Win,240,0,120,21,10,8,10,20,97,42,0.433,75,36,0.48,22,6,0.2727,38,30,0.7895,16,36,52,32,24,34,30,0,0,0,0,52.0,50.0,0.5276,0.4639,30.7692,69.2308,8.0828,7.6095,9.5119,13.3333,1.2371,95.0,79.1667,114.1423,109.3864,4.7559,0.4615,14.5108,2.1,80.0,105.1319,105.1319
2017-10-18,07:00,Regular,Guthrie,David,Taylor,Dedric,Zarba,Zach,WAS,East,Southeast,Home,Win,240,0,120,21,10,8,10,20,97,42,0.433,75,36,0.48,22,6,0.2727,38,30,0.7895,16,36,52,32,24,34,30,0,0,0,0,52.0,50.0,0.5276,0.4639,30.1887,76.5957,8.0828,7.6095,9.5119,13.3333,1.2371,95.0,79.1667,114.1423,109.3864,4.7559,0.4615,14.5108,2.1,80.0,PHI,East,Atlantic,Away,Loss,240,0,115,25,17,6,6,28,94,43,0.4574,59,28,0.4746,35,15,0.4286,19,14,0.7368,11,37,48,23,36,23,33,0,0,0,0,48.0,58.1395,0.5617,0.5372,22.9167,77.0833,14.2426,5.7071,5.7071,10.1695,1.2234,82.125,68.4375,109.3864,114.1423,-4.7559,0.43,17.3178,1.4706,35.2941,105.1319,105.1319
2017-10-18,07:30,Regular,Goldenberg,Jason,Lindsay,Mark,Washington,Tom,MIL,East,Central,Away,Win,238,0,108,19,15,6,4,22,76,38,0.5,55,31,0.5636,21,7,0.3333,30,25,0.8333,6,39,45,24,34,18,32,0,0,0,0,51.1364,50.0,0.6054,0.5461,15.7895,78.0,14.3954,6.0381,4.0254,7.2727,1.4211,78.0,65.5462,108.6853,100.6345,8.0508,0.4471,15.4221,1.2667,40.0,BOS,East,Atlantic,Home,Loss,240,0,100,23,15,12,2,27,91,39,0.4286,63,28,0.4444,28,11,0.3929,21,11,0.5238,11,32,43,26,27,27,20,0,0,0,0,48.8636,58.9744,0.4988,0.489,25.5814,74.4186,13.0163,12.0761,2.0127,3.1746,1.0989,67.375,56.1458,100.6345,108.6853,-8.0508,0.4105,16.6377,1.5333,80.0,99.3695,100.2045
2017-10-18,07:30,Regular,Goldenberg,Jason,Lindsay,Mark,Washington,Tom,BOS,East,Atlantic,Home,Loss,240,0,100,23,15,12,2,27,91,39,0.4286,63,28,0.4444,28,11,0.3929,21,11,0.5238,11,32,43,26,27,27,20,0,0,0,0,48.8636,58.9744,0.4988,0.489,22.0,84.2105,13.0163,12.0761,2.0127,3.1746,1.0989,67.375,56.1458,100.6345,108.6853,-8.0508,0.4105,16.6377,1.5333,80.0,MIL,East,Central,Away,Win,238,0,108,19,15,6,4,22,76,38,0.5,55,31,0.5636,21,7,0.3333,30,25,0.8333,6,39,45,24,34,18,32,0,0,0,0,51.1364,50.0,0.6054,0.5461,13.3333,86.6667,14.3954,6.0381,4.0254,7.2727,1.4211,78.0,65.5462,108.6853,100.6345,8.0508,0.4471,15.4221,1.2667,40.0,99.3695,99.3695
2017-10-18,08:00,Regular,Twardoski,Scott,Zielinski,Gary,Corbin,Sean,NO,West,Southwest,Away,Loss,240,0,91,15,19,4,12,31,79,30,0.3797,54,23,0.4259,25,7,0.28,29,24,0.8276,16,35,51,34,18,18,21,0,0,0,0,53.125,50.0,0.4959,0.4241,34.7826,70.0,17.1542,4.2205,12.6614,22.2222,1.1519,59.625,49.6875,96.016,108.6774,-12.6614,0.3659,11.9275,0.7895,21.0526,MEM,West,Southwest,Home,Win,240,0,103,19,12,9,8,29,92,39,0.4239,63,30,0.4762,29,9,0.3103,28,16,0.5714,15,30,45,27,27,25,24,0,0,0,0,46.875,48.7179,0.4937,0.4728,33.3333,66.6667,10.3164,9.4961,8.441,12.6984,1.1196,70.5,58.75,108.6774,96.016,12.6614,0.4382,14.0408,1.5833,75.0,94.7759,94.7759
2017-10-18,08:00,Regular,Twardoski,Scott,Zielinski,Gary,Corbin,Sean,MEM,West,Southwest,Home,Win,240,0,103,19,12,9,8,29,92,39,0.4239,63,30,0.4762,29,9,0.3103,28,16,0.5714,15,30,45,27,27,25,24,0,0,0,0,46.875,48.7179,0.4937,0.4728,30.0,65.2174,10.3164,9.4961,8.441,12.6984,1.1196,70.5,58.75,108.6774,96.016,12.6614,0.4382,14.0408,1.5833,75.0,NO,West,Southwest,Away,Loss,240,0,91,15,19,4,12,31,79,30,0.3797,54,23,0.4259,25,7,0.28,29,24,0.8276,16,35,51,34,18,18,21,0,0,0,0,53.125,50.0,0.4959,0.4241,31.3725,68.6275,17.1542,4.2205,12.6614,22.2222,1.1519,59.625,49.6875,96.016,108.6774,-12.6614,0.3659,11.9275,0.7895,21.0526,94.7759,94.7759
2017-10-18,08:30,Regular,Tiven,Josh,Richardson,Leroy,Mauer,Ken,ATL,East,Southeast,Away,Win,241,0,117,20,13,11,6,18,94,48,0.5106,76,39,0.5132,18,9,0.5,15,12,0.8,14,36,50,27,31,24,35,0,0,0,0,54.9451,41.6667,0.5815,0.5585,30.4348,80.0,11.4437,11.1027,6.056,7.8947,1.2447,96.875,80.3942,118.0921,112.0361,6.056,0.5161,14.9701,1.5385,84.6154,DAL,West,Southwest,Home,Loss,240,0,111,27,16,5,4,19,86,38,0.4419,41,21,0.5122,45,17,0.3778,21,18,0.8571,9,32,41,24,23,35,29,0,0,0,0,45.0549,71.0526,0.5827,0.5407,21.9512,78.0488,14.3833,5.0467,4.0373,9.7561,1.2907,82.125,68.4375,112.0361,118.0921,-6.056,0.4086,19.5312,1.6875,31.25,99.0752,98.6641
2017-10-18,08:30,Regular,Tiven,Josh,Richardson,Leroy,Mauer,Ken,DAL,West,Southwest,Home,Loss,240,0,111,27,16,5,4,19,86,38,0.4419,41,21,0.5122,45,17,0.3778,21,18,0.8571,9,32,41,24,23,35,29,0,0,0,0,45.0549,71.0526,0.5827,0.5407,20.0,69.5652,14.3833,5.0467,4.0373,9.7561,1.2907,82.125,68.4375,112.0361,118.0921,-6.056,0.4086,19.5312,1.6875,31.25,ATL,East,Southeast,Away,Win,241,0,117,20,13,11,6,18,94,48,0.5106,76,39,0.5132,18,9,0.5,15,12,0.8,14,36,50,27,31,24,35,0,0,0,0,54.9451,41.6667,0.5815,0.5585,28.0,72.0,11.4437,11.1027,6.056,7.8947,1.2447,96.875,80.3942,118.0921,112.0361,6.056,0.5161,14.9701,1.5385,84.6154,99.0752,99.0752
2017-10-18,09:00,Regular,Foster,Scott,Wood,Leon,Sterling,Jonathan,DEN,West,Northwest,Away,Loss,242,0,96,21,22,4,3,18,77,36,0.4675,50,23,0.46,27,13,0.4815,12,11,0.9167,7,31,38,30,28,25,13,0,0,0,0,51.3514,58.3333,0.5834,0.5519,18.9189,83.7838,21.097,4.1894,3.1421,6.0,1.2468,61.0,50.4132,100.5459,111.0194,-10.4735,0.3913,16.7625,0.9545,18.1818,UTA,West,Northwest,Home,Win,241,0,106,28,15,9,5,18,81,41,0.5062,57,32,0.5614,24,9,0.375,16,15,0.9375,6,30,36,21,28,29,28,0,0,0,0,48.6486,68.2927,0.602,0.5617,16.6667,83.3333,14.5575,9.4262,5.2368,8.7719,1.3086,85.75,71.1618,111.0194,100.5459,10.4735,0.4556,21.3675,1.8667,60.0,95.4788,94.6897
2017-10-18,09:00,Regular,Foster,Scott,Wood,Leon,Sterling,Jonathan,UTA,West,Northwest,Home,Win,241,0,106,28,15,9,5,18,81,41,0.5062,57,32,0.5614,24,9,0.375,16,15,0.9375,6,30,36,21,28,29,28,0,0,0,0,48.6486,68.2927,0.602,0.5617,16.2162,81.0811,14.5575,9.4262,5.2368,8.7719,1.3086,85.75,71.1618,111.0194,100.5459,10.4735,0.4556,21.3675,1.8667,60.0,DEN,West,Northwest,Away,Loss,242,0,96,21,22,4,3,18,77,36,0.4675,50,23,0.46,27,13,0.4815,12,11,0.9167,7,31,38,30,28,25,13,0,0,0,0,51.3514,58.3333,0.5834,0.5519,18.4211,81.5789,21.097,4.1894,3.1421,6.0,1.2468,61.0,50.4132,100.5459,111.0194,-10.4735,0.3913,16.7625,0.9545,18.1818,95.4788,95.0826
2017-10-18,09:30,Regular,Fraher,Pat,Stafford,Derrick,Wall,Scott,MIN,West,Northwest,Away,Loss,240,0,99,23,13,7,4,16,85,37,0.4353,66,29,0.4394,19,8,0.4211,23,17,0.7391,11,31,42,25,24,28,22,0,0,0,0,45.6522,62.1622,0.5204,0.4824,22.449,72.093,12.0237,7.4099,4.2343,6.0606,1.1647,73.875,61.5625,104.7978,113.2663,-8.4685,0.4253,17.5412,1.7692,53.8462,SA,West,Southwest,Home,Win,240,0,107,22,11,8,11,18,89,41,0.4607,68,33,0.4853,21,8,0.381,19,17,0.8947,12,38,50,32,21,34,20,0,0,0,0,54.3478,53.6585,0.5495,0.5056,24.0,76.0,10.1513,8.4685,11.6442,16.1765,1.2022,94.625,78.8542,113.2663,104.7978,8.4685,0.4659,16.8763,2.0,72.7273,94.4676,94.4676
2017-10-18,09:30,Regular,Fraher,Pat,Stafford,Derrick,Wall,Scott,SA,West,Southwest,Home,Win,240,0,107,22,11,8,11,18,89,41,0.4607,68,33,0.4853,21,8,0.381,19,17,0.8947,12,38,50,32,21,34,20,0,0,0,0,54.3478,53.6585,0.5495,0.5056,27.907,77.551,10.1513,8.4685,11.6442,16.1765,1.2022,94.625,78.8542,113.2663,104.7978,8.4685,0.4659,16.8763,2.0,72.7273,MIN,West,Northwest,Away,Loss,240,0,99,23,13,7,4,16,85,37,0.4353,66,29,0.4394,19,8,0.4211,23,17,0.7391,11,31,42,25,24,28,22,0,0,0,0,45.6522,62.1622,0.5204,0.4824,26.1905,73.8095,12.0237,7.4099,4.2343,6.0606,1.1647,73.875,61.5625,104.7978,113.2663,-8.4685,0.4253,17.5412,1.7692,53.8462,94.4676,94.4676
2017-10-18,10:00,Regular,Orr,J.T.,Williams,James,Mott,Rodney,POR,West,Northwest,Away,Win,242,0,124,22,18,8,7,20,90,44,0.4889,66,30,0.4545,24,14,0.5833,28,22,0.7857,15,42,57,29,31,38,26,0,0,0,0,63.3333,50.0,0.6059,0.5667,39.4737,80.7692,14.9601,8.0232,7.0203,10.6061,1.3778,101.5,83.8843,124.3598,76.2205,48.1393,0.4731,15.4581,1.2222,44.4444,PHO,West,Pacific,Home,Loss,241,0,76,10,16,9,8,22,89,28,0.3146,62,21,0.3387,27,7,0.2593,18,13,0.7222,10,23,33,21,14,20,21,0,0,0,0,36.6667,35.7143,0.3921,0.3539,30.303,69.697,14.1693,9.0261,8.0232,12.9032,0.8539,29.75,24.6888,76.2205,124.3598,-48.1393,0.2947,8.1354,0.625,56.25,99.7107,98.8866
2017-10-18,10:00,Regular,Orr,J.T.,Williams,James,Mott,Rodney,PHO,West,Pacific,Home,Loss,241,0,76,10,16,9,8,22,89,28,0.3146,62,21,0.3387,27,7,0.2593,18,13,0.7222,10,23,33,21,14,20,21,0,0,0,0,36.6667,35.7143,0.3921,0.3539,19.2308,60.5263,14.1693,9.0261,8.0232,12.9032,0.8539,29.75,24.6888,76.2205,124.3598,-48.1393,0.2947,8.1354,0.625,56.25,POR,West,Northwest,Away,Win,242,0,124,22,18,8,7,20,90,44,0.4889,66,30,0.4545,24,14,0.5833,28,22,0.7857,15,42,57,29,31,38,26,0,0,0,0,63.3333,50.0,0.6059,0.5667,26.3158,73.6842,14.9601,8.0232,7.0203,10.6061,1.3778,101.5,83.8843,124.3598,76.2205,48.1393,0.4731,15.4581,1.2222,44.4444,99.7107,99.297
2017-10-18,10:00,Regular,Scott,Kevin,Spooner,Bill,Richardson,Derek,HOU,West,Southwest,Away,Win,240,0,105,19,16,7,3,14,83,33,0.3976,38,21,0.5526,45,12,0.2667,29,27,0.931,12,32,44,26,26,23,30,0,0,0,0,51.1628,57.5758,0.5482,0.4699,26.6667,78.0488,14.3164,7.1601,3.0686,7.8947,1.2651,73.875,61.5625,107.4016,102.2872,5.1144,0.3793,14.5304,1.1875,43.75,SAC,West,Pacific,Home,Loss,242,0,100,19,18,5,4,20,88,42,0.4773,65,34,0.5231,23,8,0.3478,10,8,0.8,9,33,42,25,23,24,28,0,0,0,0,48.8372,45.2381,0.5411,0.5227,21.4286,78.5714,16.3043,5.1144,4.0915,6.1538,1.1364,64.0,52.8926,102.2872,107.4016,-5.1144,0.433,14.6832,1.0556,27.7778,97.7639,97.7639
2017-10-18,10:00,Regular,Scott,Kevin,Spooner,Bill,Richardson,Derek,SAC,West,Pacific,Home,Loss,242,0,100,19,18,5,4,20,88,42,0.4773,65,34,0.5231,23,8,0.3478,10,8,0.8,9,33,42,25,23,24,28,0,0,0,0,48.8372,45.2381,0.5411,0.5227,21.9512,73.3333,16.3043,5.1144,4.0915,6.1538,1.1364,64.0,52.8926,102.2872,107.4016,-5.1144,0.433,14.6832,1.0556,27.7778,HOU,West,Southwest,Away,Win,240,0,105,19,16,7,3,14,83,33,0.3976,38,21,0.5526,45,12,0.2667,29,27,0.931,12,32,44,26,26,23,30,0,0,0,0,51.1628,57.5758,0.5482,0.4699,27.2727,72.7273,14.3164,7.1601,3.0686,7.8947,1.2651,73.875,61.5625,107.4016,102.2872,5.1144,0.3793,14.5304,1.1875,43.75,97.7639,96.9559
2017-10-19,07:30,Regular,Barnaky,Brent,Taylor,Dedric,Kirkland,Courtney,CHI,East,Central,Away,Loss,240,0,101,22,19,7,2,23,89,37,0.4157,56,26,0.4643,33,11,0.3333,19,16,0.8421,10,29,39,23,14,27,37,0,0,0,0,44.3182,59.4595,0.5187,0.4775,21.7391,69.0476,16.3286,6.9954,1.9987,3.5714,1.1348,59.375,49.4792,100.9331,116.9225,-15.9894,0.3776,15.9005,1.1579,36.8421,TOR,East,Atlantic,Home,Win,240,0,117,26,17,10,4,19,83,39,0.4699,54,26,0.4815,29,13,0.4483,28,26,0.9286,13,36,49,25,33,26,33,0,0,0,0,55.6818,66.6667,0.6137,0.5482,26.5306,73.4694,15.1353,9.9934,3.9973,7.4074,1.4096,97.75,81.4583,116.9225,100.9331,15.9894,0.4483,18.797,1.5294,58.8235,100.0663,100.0663
2017-10-19,07:30,Regular,Barnaky,Brent,Taylor,Dedric,Kirkland,Courtney,TOR,East,Atlantic,Home,Win,240,0,117,26,17,10,4,19,83,39,0.4699,54,26,0.4815,29,13,0.4483,28,26,0.9286,13,36,49,25,33,26,33,0,0,0,0,55.6818,66.6667,0.6137,0.5482,30.9524,78.2609,15.1353,9.9934,3.9973,7.4074,1.4096,97.75,81.4583,116.9225,100.9331,15.9894,0.4483,18.797,1.5294,58.8235,CHI,East,Central,Away,Loss,240,0,101,22,19,7,2,23,89,37,0.4157,56,26,0.4643,33,11,0.3333,19,16,0.8421,10,29,39,23,14,27,37,0,0,0,0,44.3182,59.4595,0.5187,0.4775,25.641,74.359,16.3286,6.9954,1.9987,3.5714,1.1348,59.375,49.4792,100.9331,116.9225,-15.9894,0.3776,15.9005,1.1579,36.8421,100.0663,100.0663
2017-10-19,08:00,Regular,Buchert,Nick,Ford,Tyler,Capers,James,NY,East,Atlantic,Away,Loss,242,0,84,19,26,8,4,23,79,32,0.4051,55,25,0.4545,24,7,0.2917,20,13,0.65,11,30,41,24,18,17,25,0,0,0,0,50.0,59.375,0.4784,0.4494,28.2051,69.7674,22.8471,7.9556,3.9778,7.2727,1.0633,44.25,36.5702,83.5336,104.417,-20.8834,0.3404,14.3072,0.7308,30.7692,OKC,West,Northwest,Home,Win,242,0,105,26,20,14,7,22,90,39,0.4333,52,28,0.5385,38,11,0.2895,22,16,0.7273,13,28,41,27,26,26,26,0,0,0,0,50.0,66.6667,0.5267,0.4944,31.7073,68.2927,16.7112,13.9223,6.9611,13.4615,1.1667,79.25,65.4959,104.417,83.5336,20.8834,0.4021,17.8473,1.3,70.0,100.5583,99.7272
