year,month,day_of_month,day_of_week,fl_date,op_unique_carrier,op_carrier_fl_num,origin,origin_city_name,origin_state_nm,dest,dest_city_name,dest_state_nm,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,crs_elapsed_time,actual_elapsed_time,air_time,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2024,3,23,6,2024-03-23,UA,2432.0,FSD,"Sioux Falls, SD",South Dakota,DEN,"Denver, CO",Colorado,905,859.0,-6.0,10.0,909.0,924.0,23.0,1002,947.0,-15.0,0,,0,117.0,108.0,75.0,483.0,0,0,0,0,0
2024,7,21,7,2024-07-21,UA,1926.0,IAD,"Washington, DC",Virginia,DEN,"Denver, CO",Colorado,1610,1612.0,2.0,12.0,1624.0,1736.0,14.0,1814,1750.0,-24.0,0,,0,244.0,218.0,192.0,1452.0,0,0,0,0,0
2024,12,18,3,2024-12-18,UA,1101.0,DEN,"Denver, CO",Colorado,IAD,"Washington, DC",Virginia,800,754.0,-6.0,18.0,812.0,1258.0,4.0,1319,1302.0,-17.0,0,,0,199.0,188.0,166.0,1452.0,0,0,0,0,0
2024,10,11,5,2024-10-11,DL,3146.0,ATL,"Atlanta, GA",Georgia,MSY,"New Orleans, LA",Louisiana,1540,1537.0,-3.0,10.0,1547.0,1554.0,6.0,1612,1600.0,-12.0,0,,0,92.0,83.0,67.0,425.0,0,0,0,0,0
2024,4,12,5,2024-04-12,WN,1124.0,SRQ,"Sarasota/Bradenton, FL",Florida,BWI,"Baltimore, MD",Maryland,1810,1806.0,-4.0,10.0,1816.0,2014.0,11.0,2035,2025.0,-10.0,0,,0,145.0,139.0,118.0,880.0,0,0,0,0,0
2024,7,24,3,2024-07-24,OO,4055.0,DTW,"Detroit, MI",Michigan,OMA,"Omaha, NE",Nebraska,832,827.0,-5.0,14.0,841.0,926.0,3.0,935,929.0,-6.0,0,,0,123.0,122.0,105.0,651.0,0,0,0,0,0
2024,9,8,7,2024-09-08,F9,2920.0,TPA,"Tampa, FL",Florida,CLE,"Cleveland, OH",Ohio,1805,1817.0,12.0,31.0,1848.0,2054.0,11.0,2041,2105.0,24.0,0,,0,156.0,168.0,126.0,927.0,12,0,12,0,0
2024,11,25,1,2024-11-25,UA,469.0,IAH,"Houston, TX",Texas,ORD,"Chicago, IL",Illinois,720,715.0,-5.0,21.0,736.0,937.0,9.0,1002,946.0,-16.0,0,,0,162.0,151.0,121.0,925.0,0,0,0,0,0
2024,10,6,7,2024-10-06,DL,461.0,DFW,"Dallas/Fort Worth, TX",Texas,LGA,"New York, NY",New York,600,556.0,-4.0,14.0,610.0,1002.0,5.0,1032,1007.0,-25.0,0,,0,212.0,191.0,172.0,1389.0,0,0,0,0,0
2024,1,16,2,2024-01-16,AA,2100.0,DFW,"Dallas/Fort Worth, TX",Texas,MCI,"Kansas City, MO",Missouri,1538,,,,,,,1710,,,1,B,0,92.0,,,460.0,0,0,0,0,0
2024,10,7,1,2024-10-07,OO,5581.0,ORD,"Chicago, IL",Illinois,FWA,"Fort Wayne, IN",Indiana,1405,1358.0,-7.0,39.0,1437.0,1608.0,4.0,1613,1612.0,-1.0,0,,0,68.0,74.0,31.0,157.0,0,0,0,0,0
2024,2,8,4,2024-02-08,AA,1576.0,PVD,"Providence, RI",Rhode Island,CLT,"Charlotte, NC",North Carolina,1004,957.0,-7.0,9.0,1006.0,1148.0,7.0,1226,1155.0,-31.0,0,,0,142.0,118.0,102.0,683.0,0,0,0,0,0
2024,9,21,6,2024-09-21,OO,4108.0,LAX,"Los Angeles, CA",California,ABQ,"Albuquerque, NM",New Mexico,829,918.0,49.0,23.0,941.0,1205.0,8.0,1130,1213.0,43.0,0,,0,121.0,115.0,84.0,677.0,43,0,0,0,0
2024,6,30,7,2024-06-30,DL,2107.0,MSP,"Minneapolis, MN",Minnesota,SNA,"Santa Ana, CA",California,1815,1811.0,-4.0,14.0,1825.0,1956.0,5.0,2014,2001.0,-13.0,0,,0,239.0,230.0,211.0,1522.0,0,0,0,0,0
2024,7,28,7,2024-07-28,WN,2532.0,MCO,"Orlando, FL",Florida,DEN,"Denver, CO",Colorado,1600,1815.0,135.0,17.0,1832.0,1948.0,7.0,1810,1955.0,105.0,0,,0,250.0,220.0,196.0,1546.0,0,105,0,0,0
2024,11,20,3,2024-11-20,WN,1565.0,HRL,"Harlingen/San Benito, TX",Texas,DAL,"Dallas, TX",Texas,1200,1200.0,0.0,8.0,1208.0,1320.0,4.0,1335,1324.0,-11.0,0,,0,95.0,84.0,72.0,458.0,0,0,0,0,0
2024,9,3,2,2024-09-03,AA,1872.0,ORD,"Chicago, IL",Illinois,EWR,"Newark, NJ",New Jersey,704,659.0,-5.0,18.0,717.0,948.0,11.0,1010,959.0,-11.0,0,,0,126.0,120.0,91.0,719.0,0,0,0,0,0
2024,12,21,6,2024-12-21,WN,2584.0,HOU,"Houston, TX",Texas,JAX,"Jacksonville, FL",Florida,2050,2213.0,83.0,10.0,2223.0,103.0,5.0,2350,108.0,78.0,0,,0,120.0,115.0,100.0,816.0,14,0,0,0,64
2024,5,9,4,2024-05-09,DL,2868.0,DTW,"Detroit, MI",Michigan,STL,"St. Louis, MO",Missouri,840,843.0,3.0,21.0,904.0,921.0,4.0,919,925.0,6.0,0,,0,99.0,102.0,77.0,440.0,0,0,0,0,0
2024,1,4,4,2024-01-04,AA,751.0,CLT,"Charlotte, NC",North Carolina,SEA,"Seattle, WA",Washington,1641,1656.0,15.0,13.0,1709.0,1912.0,9.0,1940,1921.0,-19.0,0,,0,359.0,325.0,303.0,2279.0,0,0,0,0,0
2024,7,22,1,2024-07-22,MQ,3909.0,FWA,"Fort Wayne, IN",Indiana,DFW,"Dallas/Fort Worth, TX",Texas,1214,1207.0,-7.0,12.0,1219.0,1319.0,17.0,1346,1336.0,-10.0,0,,0,152.0,149.0,120.0,859.0,0,0,0,0,0
2024,3,3,7,2024-03-03,AS,700.0,SEA,"Seattle, WA",Washington,PHX,"Phoenix, AZ",Arizona,1148,1201.0,13.0,25.0,1226.0,1546.0,4.0,1542,1550.0,8.0,0,,0,174.0,169.0,140.0,1107.0,0,0,0,0,0
2024,10,15,2,2024-10-15,AA,2878.0,MIA,"Miami, FL",Florida,DCA,"Washington, DC",Virginia,803,758.0,-5.0,11.0,809.0,1003.0,3.0,1037,1006.0,-31.0,0,,0,154.0,128.0,114.0,919.0,0,0,0,0,0
2024,11,22,5,2024-11-22,F9,2720.0,PBI,"West Palm Beach/Palm Beach, FL",Florida,PHL,"Philadelphia, PA",Pennsylvania,1253,1247.0,-6.0,15.0,1302.0,1513.0,12.0,1535,1525.0,-10.0,0,,0,162.0,158.0,131.0,951.0,0,0,0,0,0
2024,2,26,1,2024-02-26,AA,2093.0,SFO,"San Francisco, CA",California,DFW,"Dallas/Fort Worth, TX",Texas,1019,1015.0,-4.0,12.0,1027.0,1501.0,11.0,1546,1512.0,-34.0,0,,0,207.0,177.0,154.0,1464.0,0,0,0,0,0
2024,3,18,1,2024-03-18,B6,1190.0,SAN,"San Diego, CA",California,JFK,"New York, NY",New York,2115,2128.0,13.0,21.0,2149.0,559.0,12.0,534,611.0,37.0,0,,0,319.0,343.0,310.0,2446.0,13,0,24,0,0
2024,11,16,6,2024-11-16,OO,4724.0,BFL,"Bakersfield, CA",California,SFO,"San Francisco, CA",California,615,607.0,-8.0,10.0,617.0,702.0,5.0,730,707.0,-23.0,0,,0,75.0,60.0,45.0,238.0,0,0,0,0,0
2024,10,13,7,2024-10-13,UA,2485.0,LGA,"New York, NY",New York,ORD,"Chicago, IL",Illinois,1634,1630.0,-4.0,38.0,1708.0,1815.0,28.0,1810,1843.0,33.0,0,,0,156.0,193.0,127.0,733.0,0,0,33,0,0
2024,10,14,1,2024-10-14,WN,894.0,SMF,"Sacramento, CA",California,LGB,"Long Beach, CA",California,915,914.0,-1.0,10.0,924.0,1026.0,5.0,1040,1031.0,-9.0,0,,0,85.0,77.0,62.0,387.0,0,0,0,0,0
2024,1,1,1,2024-01-01,DL,2376.0,SMF,"Sacramento, CA",California,SLC,"Salt Lake City, UT",Utah,1320,1317.0,-3.0,15.0,1332.0,1548.0,3.0,1604,1551.0,-13.0,0,,0,104.0,94.0,76.0,532.0,0,0,0,0,0
2024,11,21,4,2024-11-21,AS,61.0,JNU,"Juneau, AK",Alaska,YAK,"Yakutat, AK",Alaska,1008,1003.0,-5.0,9.0,1012.0,1047.0,3.0,1110,1050.0,-20.0,0,,0,62.0,47.0,35.0,198.0,0,0,0,0,0
2024,5,17,5,2024-05-17,AA,124.0,RDU,"Raleigh/Durham, NC",North Carolina,DCA,"Washington, DC",Virginia,655,659.0,4.0,13.0,712.0,752.0,6.0,759,758.0,-1.0,0,,0,64.0,59.0,40.0,227.0,0,0,0,0,0
2024,4,21,7,2024-04-21,UA,2682.0,ONT,"Ontario, CA",California,DEN,"Denver, CO",Colorado,1336,1336.0,0.0,14.0,1350.0,1638.0,6.0,1656,1644.0,-12.0,0,,0,140.0,128.0,108.0,819.0,0,0,0,0,0
2024,8,31,6,2024-08-31,OO,4052.0,ATL,"Atlanta, GA",Georgia,DHN,"Dothan, AL",Alabama,1250,1244.0,-6.0,14.0,1258.0,1229.0,3.0,1247,1232.0,-15.0,0,,0,57.0,48.0,31.0,170.0,0,0,0,0,0
2024,4,22,1,2024-04-22,AA,468.0,DFW,"Dallas/Fort Worth, TX",Texas,LAS,"Las Vegas, NV",Nevada,1656,1726.0,30.0,19.0,1745.0,1807.0,7.0,1756,1814.0,18.0,0,,0,180.0,168.0,142.0,1055.0,0,0,0,0,18
2024,8,28,3,2024-08-28,OO,3790.0,GEG,"Spokane, WA",Washington,SEA,"Seattle, WA",Washington,715,706.0,-9.0,27.0,733.0,826.0,8.0,834,834.0,0.0,0,,0,79.0,88.0,53.0,224.0,0,0,0,0,0
2024,9,19,4,2024-09-19,UA,2656.0,ALB,"Albany, NY",New York,ORD,"Chicago, IL",Illinois,1655,1648.0,-7.0,34.0,1722.0,1803.0,41.0,1820,1844.0,24.0,0,,0,145.0,176.0,101.0,723.0,0,0,24,0,0
2024,6,26,3,2024-06-26,AA,187.0,DFW,"Dallas/Fort Worth, TX",Texas,LAX,"Los Angeles, CA",California,1833,1833.0,0.0,21.0,1854.0,1927.0,8.0,1950,1935.0,-15.0,0,,0,197.0,182.0,153.0,1235.0,0,0,0,0,0
2024,1,29,1,2024-01-29,UA,466.0,BNA,"Nashville, TN",Tennessee,ORD,"Chicago, IL",Illinois,1650,1636.0,-14.0,16.0,1652.0,1802.0,21.0,1841,1823.0,-18.0,0,,0,111.0,107.0,70.0,409.0,0,0,0,0,0
2024,9,22,7,2024-09-22,UA,1375.0,PHX,"Phoenix, AZ",Arizona,EWR,"Newark, NJ",New Jersey,2359,20.0,21.0,17.0,37.0,727.0,11.0,747,738.0,-9.0,0,,0,288.0,258.0,230.0,2133.0,0,0,0,0,0
2024,12,7,6,2024-12-07,F9,4158.0,SFO,"San Francisco, CA",California,LAS,"Las Vegas, NV",Nevada,1053,1043.0,-10.0,14.0,1057.0,1212.0,12.0,1234,1224.0,-10.0,0,,0,101.0,101.0,75.0,414.0,0,0,0,0,0
2024,5,30,4,2024-05-30,WN,950.0,MEM,"Memphis, TN",Tennessee,MDW,"Chicago, IL",Illinois,1655,2010.0,195.0,9.0,2019.0,2128.0,2.0,1830,2130.0,180.0,0,,0,95.0,80.0,69.0,480.0,4,0,0,0,176
2024,3,16,6,2024-03-16,WN,4777.0,FLL,"Fort Lauderdale, FL",Florida,CMH,"Columbus, OH",Ohio,2050,2113.0,23.0,12.0,2125.0,2343.0,5.0,2330,2348.0,18.0,0,,0,160.0,155.0,138.0,973.0,2,0,0,0,16
2024,11,20,3,2024-11-20,MQ,3706.0,ABI,"Abilene, TX",Texas,DFW,"Dallas/Fort Worth, TX",Texas,815,805.0,-10.0,10.0,815.0,849.0,15.0,912,904.0,-8.0,0,,0,57.0,59.0,34.0,158.0,0,0,0,0,0
2024,3,5,2,2024-03-05,DL,986.0,SLC,"Salt Lake City, UT",Utah,ATL,"Atlanta, GA",Georgia,1740,1739.0,-1.0,11.0,1750.0,2253.0,9.0,2317,2302.0,-15.0,0,,0,217.0,203.0,183.0,1590.0,0,0,0,0,0
2024,1,21,7,2024-01-21,F9,4653.0,TTN,"Trenton, NJ",New Jersey,TPA,"Tampa, FL",Florida,1718,1815.0,57.0,21.0,1836.0,2046.0,7.0,2014,2053.0,39.0,0,,0,176.0,158.0,130.0,955.0,0,0,0,0,39
2024,5,20,1,2024-05-20,AA,1569.0,PHX,"Phoenix, AZ",Arizona,CMH,"Columbus, OH",Ohio,858,902.0,4.0,21.0,923.0,1527.0,7.0,1545,1534.0,-11.0,0,,0,227.0,212.0,184.0,1670.0,0,0,0,0,0
2024,8,7,3,2024-08-07,UA,2730.0,IND,"Indianapolis, IN",Indiana,DEN,"Denver, CO",Colorado,1545,1545.0,0.0,18.0,1603.0,1614.0,6.0,1637,1620.0,-17.0,0,,0,172.0,155.0,131.0,977.0,0,0,0,0,0
2024,7,4,4,2024-07-04,F9,1039.0,PWM,"Portland, ME",Maine,RDU,"Raleigh/Durham, NC",North Carolina,1014,956.0,-18.0,14.0,1010.0,1144.0,7.0,1223,1151.0,-32.0,0,,0,129.0,115.0,94.0,700.0,0,0,0,0,0
2024,9,14,6,2024-09-14,OO,6193.0,DFW,"Dallas/Fort Worth, TX",Texas,ACT,"Waco, TX",Texas,905,900.0,-5.0,22.0,922.0,942.0,4.0,954,946.0,-8.0,0,,0,49.0,46.0,20.0,89.0,0,0,0,0,0
2024,6,16,7,2024-06-16,OO,5307.0,DEN,"Denver, CO",Colorado,MAF,"Midland/Odessa, TX",Texas,1900,1850.0,-10.0,33.0,1923.0,2148.0,6.0,2152,2154.0,2.0,0,,0,112.0,124.0,85.0,563.0,0,0,0,0,0
2024,10,3,4,2024-10-03,AA,1339.0,ORD,"Chicago, IL",Illinois,FCA,"Kalispell, MT",Montana,813,809.0,-4.0,12.0,821.0,1025.0,3.0,1051,1028.0,-23.0,0,,0,218.0,199.0,184.0,1352.0,0,0,0,0,0
2024,4,30,2,2024-04-30,UA,1269.0,ORD,"Chicago, IL",Illinois,JAX,"Jacksonville, FL",Florida,1948,1944.0,-4.0,18.0,2002.0,2249.0,5.0,2315,2254.0,-21.0,0,,0,147.0,130.0,107.0,864.0,0,0,0,0,0
2024,7,27,6,2024-07-27,DL,2247.0,SLC,"Salt Lake City, UT",Utah,ORD,"Chicago, IL",Illinois,830,837.0,7.0,17.0,854.0,1230.0,18.0,1240,1248.0,8.0,0,,0,190.0,191.0,156.0,1250.0,0,0,0,0,0
2024,2,18,7,2024-02-18,DL,1079.0,SMF,"Sacramento, CA",California,SLC,"Salt Lake City, UT",Utah,530,526.0,-4.0,13.0,539.0,751.0,4.0,810,755.0,-15.0,0,,0,100.0,89.0,72.0,532.0,0,0,0,0,0
2024,2,5,1,2024-02-05,AA,1.0,JFK,"New York, NY",New York,LAX,"Los Angeles, CA",California,700,737.0,37.0,18.0,755.0,1042.0,18.0,1025,1100.0,35.0,0,,0,385.0,383.0,347.0,2475.0,35,0,0,0,0
2024,7,3,3,2024-07-03,OO,3988.0,SDF,"Louisville, KY",Kentucky,DTW,"Detroit, MI",Michigan,1027,1019.0,-8.0,15.0,1034.0,1128.0,8.0,1145,1136.0,-9.0,0,,0,78.0,77.0,54.0,306.0,0,0,0,0,0
2024,8,16,5,2024-08-16,OO,5676.0,SFO,"San Francisco, CA",California,GEG,"Spokane, WA",Washington,1340,1332.0,-8.0,19.0,1351.0,1526.0,5.0,1552,1531.0,-21.0,0,,0,132.0,119.0,95.0,733.0,0,0,0,0,0
2024,5,27,1,2024-05-27,AA,2045.0,SFO,"San Francisco, CA",California,MIA,"Miami, FL",Florida,1307,1302.0,-5.0,25.0,1327.0,2124.0,15.0,2150,2139.0,-11.0,0,,0,343.0,337.0,297.0,2585.0,0,0,0,0,0
2024,7,13,6,2024-07-13,MQ,3669.0,JAN,"Jackson/Vicksburg, MS",Mississippi,DFW,"Dallas/Fort Worth, TX",Texas,854,850.0,-4.0,10.0,900.0,1007.0,16.0,1035,1023.0,-12.0,0,,0,101.0,93.0,67.0,408.0,0,0,0,0,0
2024,10,21,1,2024-10-21,UA,1923.0,DEN,"Denver, CO",Colorado,BZN,"Bozeman, MT",Montana,1340,1332.0,-8.0,15.0,1347.0,1505.0,4.0,1523,1509.0,-14.0,0,,0,103.0,97.0,78.0,524.0,0,0,0,0,0
2024,5,23,4,2024-05-23,UA,2221.0,SAN,"San Diego, CA",California,IAD,"Washington, DC",Virginia,825,819.0,-6.0,22.0,841.0,1602.0,11.0,1615,1613.0,-2.0,0,,0,290.0,294.0,261.0,2253.0,0,0,0,0,0
2024,12,29,7,2024-12-29,OH,5075.0,CLT,"Charlotte, NC",North Carolina,DAY,"Dayton, OH",Ohio,1822,1918.0,56.0,24.0,1942.0,2040.0,6.0,2004,2046.0,42.0,0,,0,102.0,88.0,58.0,370.0,0,11,0,0,31
2024,1,2,2,2024-01-02,UA,456.0,DEN,"Denver, CO",Colorado,MIA,"Miami, FL",Florida,1355,1352.0,-3.0,16.0,1408.0,1928.0,21.0,1951,1949.0,-2.0,0,,0,236.0,237.0,200.0,1709.0,0,0,0,0,0
2024,12,9,1,2024-12-09,B6,301.0,BUF,"Buffalo, NY",New York,JFK,"New York, NY",New York,1942,1955.0,13.0,16.0,2011.0,2106.0,4.0,2111,2110.0,-1.0,0,,0,89.0,75.0,55.0,301.0,0,0,0,0,0
2024,10,29,2,2024-10-29,UA,1891.0,IAD,"Washington, DC",Virginia,EWR,"Newark, NJ",New Jersey,600,605.0,5.0,16.0,621.0,707.0,11.0,714,718.0,4.0,0,,0,74.0,73.0,46.0,212.0,0,0,0,0,0
2024,9,16,1,2024-09-16,9E,5097.0,JFK,"New York, NY",New York,RDU,"Raleigh/Durham, NC",North Carolina,750,834.0,44.0,20.0,854.0,1004.0,7.0,939,1011.0,32.0,0,,0,109.0,97.0,70.0,427.0,32,0,0,0,0
2024,1,25,4,2024-01-25,NK,3066.0,ATL,"Atlanta, GA",Georgia,MCO,"Orlando, FL",Florida,640,640.0,0.0,9.0,649.0,753.0,8.0,814,801.0,-13.0,0,,0,94.0,81.0,64.0,404.0,0,0,0,0,0
2024,9,2,1,2024-09-02,WN,3840.0,PHX,"Phoenix, AZ",Arizona,BNA,"Nashville, TN",Tennessee,1720,1748.0,28.0,12.0,1800.0,2247.0,5.0,2240,2252.0,12.0,0,,0,200.0,184.0,167.0,1449.0,0,0,0,0,0
2024,10,6,7,2024-10-06,NK,1857.0,MCI,"Kansas City, MO",Missouri,MCO,"Orlando, FL",Florida,1949,1945.0,-4.0,10.0,1955.0,2312.0,7.0,2337,2319.0,-18.0,0,,0,168.0,154.0,137.0,1072.0,0,0,0,0,0
2024,1,9,2,2024-01-09,NK,968.0,ATL,"Atlanta, GA",Georgia,DTW,"Detroit, MI",Michigan,1004,1044.0,40.0,11.0,1055.0,1209.0,9.0,1158,1218.0,20.0,0,,0,114.0,94.0,74.0,594.0,0,20,0,0,0
2024,4,24,3,2024-04-24,NK,2518.0,LAS,"Las Vegas, NV",Nevada,SJC,"San Jose, CA",California,713,708.0,-5.0,22.0,730.0,830.0,3.0,842,833.0,-9.0,0,,0,89.0,85.0,60.0,386.0,0,0,0,0,0
2024,10,17,4,2024-10-17,OO,3756.0,SLC,"Salt Lake City, UT",Utah,RDM,"Bend/Redmond, OR",Oregon,2259,2259.0,0.0,17.0,2316.0,2335.0,3.0,2344,2338.0,-6.0,0,,0,105.0,99.0,79.0,525.0,0,0,0,0,0
2024,10,24,4,2024-10-24,HA,145.0,OGG,"Kahului, HI",Hawaii,HNL,"Honolulu, HI",Hawaii,800,755.0,-5.0,9.0,804.0,827.0,6.0,840,833.0,-7.0,0,,0,40.0,38.0,23.0,100.0,0,0,0,0,0
2024,7,16,2,2024-07-16,AA,1422.0,DFW,"Dallas/Fort Worth, TX",Texas,CHS,"Charleston, SC",South Carolina,2043,2212.0,89.0,18.0,2230.0,139.0,4.0,15,143.0,88.0,0,,0,152.0,151.0,129.0,987.0,0,0,0,0,88
2024,8,1,4,2024-08-01,OH,5143.0,MDT,"Harrisburg, PA",Pennsylvania,CLT,"Charlotte, NC",North Carolina,2012,2001.0,-11.0,16.0,2017.0,2125.0,7.0,2150,2132.0,-18.0,0,,0,98.0,91.0,68.0,413.0,0,0,0,0,0
2024,1,9,2,2024-01-09,AA,461.0,MCO,"Orlando, FL",Florida,CLT,"Charlotte, NC",North Carolina,612,642.0,30.0,13.0,655.0,820.0,5.0,804,825.0,21.0,0,,0,112.0,103.0,85.0,468.0,21,0,0,0,0
2024,5,28,2,2024-05-28,AS,1295.0,PDX,"Portland, OR",Oregon,SFO,"San Francisco, CA",California,1950,2019.0,29.0,16.0,2035.0,2205.0,4.0,2135,2209.0,34.0,0,,0,105.0,110.0,90.0,550.0,0,0,34,0,0
2024,12,31,2,2024-12-31,DL,661.0,SNA,"Santa Ana, CA",California,ATL,"Atlanta, GA",Georgia,1250,1246.0,-4.0,9.0,1255.0,1914.0,4.0,1958,1918.0,-40.0,0,,0,248.0,212.0,199.0,1919.0,0,0,0,0,0
2024,7,30,2,2024-07-30,UA,1015.0,DRO,"Durango, CO",Colorado,DEN,"Denver, CO",Colorado,700,653.0,-7.0,13.0,706.0,756.0,9.0,824,805.0,-19.0,0,,0,84.0,72.0,50.0,251.0,0,0,0,0,0
2024,12,26,4,2024-12-26,AA,668.0,MCO,"Orlando, FL",Florida,DFW,"Dallas/Fort Worth, TX",Texas,646,641.0,-5.0,20.0,701.0,832.0,15.0,854,847.0,-7.0,0,,0,188.0,186.0,151.0,985.0,0,0,0,0,0
2024,4,28,7,2024-04-28,YX,3618.0,ORD,"Chicago, IL",Illinois,STL,"St. Louis, MO",Missouri,1257,1249.0,-8.0,28.0,1317.0,1419.0,6.0,1423,1425.0,2.0,0,,0,86.0,96.0,62.0,258.0,0,0,0,0,0
2024,11,22,5,2024-11-22,YX,3492.0,SYR,"Syracuse, NY",New York,EWR,"Newark, NJ",New Jersey,1230,1213.0,-17.0,64.0,1317.0,1400.0,5.0,1401,1405.0,4.0,0,,0,91.0,112.0,43.0,195.0,0,0,0,0,0
2024,5,7,2,2024-05-07,DL,1454.0,STL,"St. Louis, MO",Missouri,MSP,"Minneapolis, MN",Minnesota,1737,1729.0,-8.0,13.0,1742.0,1849.0,5.0,1915,1854.0,-21.0,0,,0,98.0,85.0,67.0,448.0,0,0,0,0,0
2024,10,31,4,2024-10-31,WN,269.0,BUR,"Burbank, CA",California,LAS,"Las Vegas, NV",Nevada,1410,1406.0,-4.0,23.0,1429.0,1512.0,6.0,1525,1518.0,-7.0,0,,0,75.0,72.0,43.0,223.0,0,0,0,0,0
2024,3,28,4,2024-03-28,9E,5225.0,ATL,"Atlanta, GA",Georgia,AGS,"Augusta, GA",Georgia,1110,1104.0,-6.0,31.0,1135.0,1209.0,3.0,1210,1212.0,2.0,0,,0,60.0,68.0,34.0,143.0,0,0,0,0,0
